Monsieur;u1;u1;u1;user;;;u1;1234;PLAIN;X;1;u1;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;1
Monsieur;u2;u2;u2;user;;;u2;1234;PLAIN;X;1;u2;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;2
Monsieur;u3;u3;u3;user;;;u3;1234;PLAIN;X;1;u3;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;3
Monsieur;u4;u4;u4;user;;;u4;1234;PLAIN;X;1;u4;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;4
Monsieur;u5;u5;u5;user;;;u5;1234;PLAIN;X;1;u5;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;5
Monsieur;u6;u6;u6;user;;;u6;1234;PLAIN;X;1;u6;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;6
Monsieur;u7;u7;u7;user;;;u7;1234;PLAIN;X;1;u7;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;7
Monsieur;u8;u8;u8;user;;;u8;1234;PLAIN;X;1;u8;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;8
Monsieur;u9;u9;u9;user;;;u9;1234;PLAIN;X;1;u9;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;9
Monsieur;u10;u10;u10;user;;;u10;1234;PLAIN;X;1;u10;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;10
Monsieur;u11;u11;u11;user;;;u11;1234;PLAIN;X;1;u11;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;11
Monsieur;u12;u12;u12;user;;;u12;1234;PLAIN;X;1;u12;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;12
Monsieur;u13;u13;u13;user;;;u13;1234;PLAIN;X;1;u13;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;13
Monsieur;u14;u14;u14;user;;;u14;1234;PLAIN;X;1;u14;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;14
Monsieur;u15;u15;u15;user;;;u15;1234;PLAIN;X;1;u15;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;15
Monsieur;u16;u16;u16;user;;;u16;1234;PLAIN;X;1;u16;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;16
Monsieur;u17;u17;u17;user;;;u17;1234;PLAIN;X;1;u17;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;17
Monsieur;u18;u18;u18;user;;;u18;1234;PLAIN;X;1;u18;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;18
Monsieur;u19;u19;u19;user;;;u19;1234;PLAIN;X;1;u19;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;19
Monsieur;u20;u20;u20;user;;;u20;1234;PLAIN;X;1;u20;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;20
Monsieur;u21;u21;u21;user;;;u21;1234;PLAIN;X;1;u21;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;21
Monsieur;u22;u22;u22;user;;;u22;1234;PLAIN;X;1;u22;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;22
Monsieur;u23;u23;u23;user;;;u23;1234;PLAIN;X;1;u23;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;23
Monsieur;u24;u24;u24;user;;;u24;1234;PLAIN;X;1;u24;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;24
Monsieur;u25;u25;u25;user;;;u25;1234;PLAIN;X;1;u25;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;25
Monsieur;u26;u26;u26;user;;;u26;1234;PLAIN;X;1;u26;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;26
Monsieur;u27;u27;u27;user;;;u27;1234;PLAIN;X;1;u27;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;27
Monsieur;u28;u28;u28;user;;;u28;1234;PLAIN;X;1;u28;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;28
Monsieur;u29;u29;u29;user;;;u29;1234;PLAIN;X;1;u29;300;;;;;Chef;+33 0 11 22 33 44;;06 06 06 06 06;05 05 05 05 05;;OBM corp;IT;SI;rue de la paix;;;31000;Ramonville;cedex 5;description;X;\home\mydir;E;mylogon.bat;29
